,nbr_retweet,period,botscore,cleaned_tweet,identity,retweet
2177,3,2,0.06565556198004287,hat off massive respect doctor working day night chinacoronavirus coronavirus coronaoutbreak wuhancoronavirus wuhan coronavirusmemes china ch respect doctor wuhancoronavirusoutbreak meteor  comnllrvpo,Human,3
2178,4,2,0.14812070832967303,unless traveled china recently risk coronavirus low point,Human,4
2179,0,2,0.413569897933165,china coronavirus death toll rise  infects  people  people kept observation possible infection china wuhan coronavirus chinavirus wuhancoronavirus coronoavirus coronaoutbreak chinacoronavirus ,Human,0
2180,0,2,0.13802618960216584,live  coronavirus coronavirusoutbreak chinacoronavirus,Human,0
2181,0,2,0.19466773728450495,persontoperson transmission seen least country outside china  japan vietnam germany taiwan coronavirus taiwan part china,Human,0
2182,0,2,0.14812070832967303,fascinating couple vlogs u cyclist touring world cut short coronavirus evacuating china,Human,0
2183,0,2,0.25152334764543,poke independent activist time quicktake cnn people scare coronavirus empty trust who member work interest happy ethiopian chinavirus octopus tycoon africa land kenroth hrwchinese unwatch rfachinese investigate profile pocket ,Human,0
2184,0,2,0.18207903130928815,video recoding corpse trash wuhan the death toll coronavirus outbreak risen  mainland china bbc news truth china telling lie chinavirus wuhancoronavirus ,Human,0
2185,0,2,0.3184188561317807,kazakhstan suspending transport link china prevent coronavirus spread ,Human,0
2186,0,2,0.3551862170861128,google temporarily closing office china hong kong taiwan result coronavirus tech giant including amazon microsoft also taken action protect staff infection panic real threat healthtech corporation,Human,0
2187,2,2,0.13802618960216584,wonder new virus born coronavirus coronavirusoutbreak coronavirusec coronavirusindia coronavirusuk coronaviruschina coronavirusitalia ,Human,2
2188,0,2,0.0825396626774012,china female doctor aiding coronavirus control wuhan china help bursting tear videochatting baby find why heartwarming ,Human,0
2189,0,2,0.5768086562548855,coronavirus people looking people china great suspicion keeping distance,Bot,0
2190,2,2,0.11116719108518804,start cursing china and people take look hero fighting wuhancoronavirus wuhanoutbreak coronavirus coronavirusoutbreak ncov wuflu doctor nurse medicalprofessionals sacrifice unsungheroes comsayebije,Human,2
2191,0,2,0.19466773728450495,inevitable unless coronavirus controlled within day unlikely plane become ghost town businessclass firstclass fare plummet  travel stopped month china closed expect similar reaction sorry say overpay,Human,0
2192,1,2,0.0825396626774012,iromg medical team across china rushed wuhan aid coronavirus control pneumonia rt westcoastteam ,Human,1
2193,0,2,0.4336774335329319,know fast coronavirus spreading india recently three suspected case coronavirus reported indian capital today jan  get diet plan now zenithdietmentors coronaviruschina coronavirus comlhgbaxti,Human,0
2194,0,2,0.4744885412906753,time no novel coronavirus case crossed   death  china alone ministry ayush resorted dishing dangerous prescription people might infected virus,Human,0
2195,0,2,0.0825396626774012,china wuhan medical professional china wuhan fight coronavirus outbreak,Human,0
2196,0,2,0.07651310672792835,coronavirus every region china latest case confirmed tibet health bordercontrol pacific,Human,0
2197,1,2,0.11956986651967942,what mr rather trust cdc cdcgov saying bad job keeping nation healthy evidence this personally think fine job lie coronavirus coming china,Human,1
2198,1,2,0.393746460000491,rtcom china never quarantined  million people president never called virus devil let alone flu china experience k flu death year yet coronavirus quarantined  million people yes fucking serious,Human,1
2199,0,2,0.3184188561317807,xhnews scmpnews china kick habit eating wildlife next virus could worse hiv sars coronavirus playing fire ultimately get burned question if when pdchina time china copy u law wildlife dealing,Human,0
2200,0,2,0.9006136298589785,chinese people incredible strength strongest will hope global assistance could offered china coronavirus could controlled china area wont affected chinas medical progress matter worldwide safety plzassisting china battle,Bot,0
2201,0,2,0.11956986651967942,many obey lockdown procedure breaking  person evacuated wuhan tried leave california military base ordered quarantine coronavirus wuhan china,Human,0
2202,3,2,0.15881746424200632,raising concern long coronavirus survives product handled china shipped usa,Human,3
2203,0,2,0.22179568769021463,wuhan coronavirus case top  live update  chinacoronavirus health epidemic,Human,0
2204,0,2,0.49505756400804624,worlds government arrange charter flight repatriate citizen wuhan china  coronavirus coronavirusoutbreak china world airline japanairlines koreanair aviation worldaviation newswings newsonthego citizenjournalism,Human,0
2205,1,2,0.18207903130928815,might expert but even maldivian coming china especially wuhan shouldnt quarantined day letting go family damn frikkin ready huh coronavirus maldives,Human,1
2206,0,2,0.393746460000491,coronavirus control china delaying crypto miner delivery firm say ,Human,0
2207,0,2,0.14812070832967303,china kept open border tibet closing all happy coronavirus decimating fragile population without medical facility  decade occupation,Human,0
2208,0,2,0.413569897933165,minofhealthug statehouseug kagutamuseveni aware coronavirus shaken globe country retrieving citizen china mostly affected country uganda government silent this please something,Human,0
2209,0,2,0.4744885412906753,china main coronavirus twitter par randi rona virus,Human,0
2210,1,2,0.3551862170861128,israel bar flight china virus fear health minister  coronavirus coronavirusoutbreak comffbnnmkrq,Human,1
2211,0,2,0.7713044789889335,persontoperson transmission seen least country outside china  japan vietnam germany taiwan coronavirus taiwan part china,Bot,0
2212,47,2,0.8468202684509261,today  situation corona virus china  australia  cambodia  canada  finland  france  germany  hong kong  japan  macau  malaysia  nepal  singapore  south korea  sri lanka  taiwan  thailand  united arab emirate  united state  vietnam  coronavirus comuxcnjf,Bot,47
2213,0,2,0.06078011352084069,lancet epidemiological clinical characteristic  case  novel coronavirus pneumonia wuhan china descriptive study,Human,0
2214,1,2,0.06565556198004287,part help clarify coronavirus caused beer pandemic chinacoronavirus ,Human,1
2215,1,2,0.7409598586102422,eve brexit grain continue lower  china coronavirus spread rapidly oatt,Bot,1
2216,1,2,0.032398754737074244,canada would sending charter plane repatriate canadian citizen canada prepares charter flight bring home canadian china affected coronavirus outbreak ,Human,1
2217,0,2,0.23633691139538376,hii china people india raise hand prayer god god created scientist scientist created god put hope scientist take care self inshaallah allah cure coronavirus ameen sumaameen ,Human,0
2218,0,2,0.11116719108518804,lot friend china im concerned about im tried emailing discover address invalid hasnt helped thats left hope pray coronavirusoutbreak coronavirus,Human,0
2219,0,2,0.19466773728450495,coronavirus nation intending evacuate resident china read here,Human,0
2220,0,2,0.13802618960216584,australia its time stop flight china control auspol coronavirusaustralia coronavirus cny ,Human,0
2221,0,2,0.635706839522915,iran say far confirmed case coronavirus two china tourist ill diagnosed regular flu ,Bot,0
2222,0,2,0.13802618960216584,weird realdonaldtrump try make trade deal china first new import coronavirus,Human,0
2223,0,2,0.25152334764543,cost another country misfortune there much racism towards china scared virus like everyone else true color many people showing city lockdown coronavirus coronavirusoutbreak,Human,0
2224,0,2,0.7409598586102422,try imagine abrupt spreading corona virus parliament government allowing affected country specifically china cross border border ncov coronavirus philippine thread,Bot,0
2225,0,2,0.926458400140048,persontoperson transmission seen least country outside china  japan vietnam germany taiwan coronavirus taiwan part china,Bot,0
2226,0,2,0.06078011352084069,western medium taken advantage coronavirus epidemic let anti china flag fly biased glory oped helen buyniski,Human,0
2227,0,2,0.11956986651967942,difference fed un s blue helmet who bring problem solution esf cnn foxnews msnbc coronavirus china wuhan,Human,0
2228,0,2,0.3742667881821624,news bring kid restaurant try theeir new spiderlive experience soup vancouver coronavirus chinatown this jokeit meant lols,Human,0
2229,1,2,0.4744885412906753,people appear searching internet find whether coronabeer related coronavirus china pretty sure people think elonmusk type cologne billmaher stephenathome jimmykimmel jimmyfallon hashtagidiots nikkiglaser,Human,1
2230,0,2,0.2079055732880228,who china leader discus next step battle coronavirus outbreak jan    ncov coronavirus,Human,0
2231,0,2,0.2079055732880228,china coronavirus misinformation spread twitter atlantic jan    ncov coronavirus,Human,0
2232,1,2,0.28378247513569405,country let evacuate citizen china suspend entry chinese citizen riyasateimrania pakistani ko jan allah ko deni hai isi lye wuhan reh kar hi jan de do lekin chinese ko anay mulk cpecfinancial aid love coronavirus,Human,1
2233,1,2,0.1701324265302999,ai weiwei discus new refugee documentary huawei chinas interesting brand coronavirus guardianlive its beginning warns the west prepared challenge china comndbtjw,Human,1
2234,0,2,0.6164280626387617,hope resident country outbreak coronavirus reduce discrimination chinese student coronavirus chinacoronavirus,Bot,0
2235,0,2,0.7081126267613624, case coronavirus china thats around  population one apartment china worried,Bot,0
2236,0,2,0.08899515596679244,welcome philippine always china gesture hospitality please go straight malacaang free stay anytime wish give president rest staff big hug let spreading begin kungflu coronavirus,Human,0
2237,4,2,0.032398754737074244,since tweet trending would like share information knowledge sharing purpose tweet ctto mariscipio mshsrcy taeiverkosmos please safe coronavirus coronarvirus chinavirus coronaoutbreak comyldbvvy,Human,4
2238,1,2,0.07651310672792835,country confirmed coronavirus case china thailand taiwan japan singapore south korea vietnam u france australia malaysia nepal canada nbc news comibulbeiqh,Human,1
2239,25,2,0.05624491210051878,time no novel coronavirus case crossed   death  china alone ministry ayush resorted dishing dangerous prescription people might infected virus,Human,25
2240,0,2,0.07089257330076087,completely fucking stupid deliberatelytrying spread coronavirus aroundkill thousand people theyre it quarantined china flown clearnot flown might it disgraceful decision ,Human,0
2241,1,2,0.3551862170861128,two test positive wuhan virus source  coronavirus coronavirusoutbreak china ncov,Human,1
2242,0,2,0.18207903130928815,growth g brics remained lacklustre q   u recorded fastest quarterly growth among g  china growth picked q coronavirus hit q output  france recorded fastest growth among eu g country  read theeiu take,Human,0
2243,39,2,0.05202936550695904,western medium taken advantage coronavirus epidemic let anti china flag fly biased glory oped helen buyniski,Human,39
2244,0,2,0.3742667881821624,latest coronavirus outbreak  death toll china climb   confirmed case   confirmed case u  india philippine confirm first case  holding meeting discus global threat comypeernrf,Human,0
2245,3,2,0.06565556198004287,suspect arrived last night goverment decides cancel direct flight china didnt reveal case observation tonight tell public one quarantined ameenex coronavirus coronaoutbreak,Human,3
2246,0,2,0.9006136298589785,arabian thought woman setting beside china fact philippine coronavirus notorecism nageeyekhaliif cnn comjjcywbmwtf,Bot,0
2247,50,2,0.2079055732880228,large finnish company told chinese supplier freight china cease getting serious fast  coronavirus economy ,Human,50
2248,2,2,0.06565556198004287,newsgang people dying like fly coronavirus ambassador china madam sarah serem health c sicily kariuki saying cause alarm usual last minute rush government subjecting citizen citizentvkenya,Human,2
2249,1,2,0.3551862170861128,hong kong confirms th case deadly china coronavirus hongkongwuhanpneumonia coronavirus coronavirusoutbreak china ncov,Human,1
2250,0,2,0.11116719108518804,coronavirus might dangerous look think money china losing russia closed land border china  million people quarentine tourism collapsing china xi jinping one powerful person earth afraid,Human,0
2251,3,2,0.5967761711282766,picture overworked doctor battling deadly coronavirus outbreak wuhan coronavirus wuhancoronovirus wuhanoutbreak chinacoronavirus   ncov coronavirusoutbreak coronavirus ncov comvcpits,Bot,3
2252,0,2,0.22179568769021463,true there bio warfare lab wuhan heard initially set study sars ebola designated site china allowed study deadly virus could corona come there coronavirus coronarvirus,Human,0
2253,1,2,0.25152334764543,prophet muhammad pbuh said hear outbreak plague land enter itbut plague break place it leave placebukhari muslim coronavirus chinazi realwaqarmaliks anwarlodhi rajaaamirabbas ptiofficial,Human,1
2254,0,2,0.5361761477678701,anxiously waiting outcome today like ioc china announcing beijing olympics pheic coronavirus,Bot,0
2255,0,2,0.1285158337598371,hmm thats strange ewarren plan coronavirus yet coronavirusoutbreak usa pocahontas china,Human,0
2256,2,2,0.09590276214117437,starlight angel especially filipino starlight angel related shinhye want remind everyone please please keep safe let u protect epidemic coronavirus china prayer best cure this pshph comqpkhgmi,Human,2
2257,0,2,0.3551862170861128,official said chicago woman traveled wuhan china center outbreak spread husband good condition  coronavirus,Human,0
2258,0,2,0.07651310672792835,thanks china chinese food could without coronavirus,Human,0
2259,0,2,0.07089257330076087,u reported st case persontoperson transmission fastspreading new coronavirus thursday world health organization who panel met reconsider whether outbreak killed  people china declared global emergency coronavirus,Human,0
2260,1,2,0.11956986651967942,meanwhile coronavirus coronaviruschina casinovirus combbglzvt,Human,1
2261,0,2,0.2079055732880228,made china bubonic plague pneumonic plague smallpox  flu mers sars coronavirus hundred million cyberattacks majority source china russia intellectualproperty theft loss  billion usd yearly realdonaldtrump supporter hate viva,Human,0
2262,0,2,0.28378247513569405,wuhan flu update china coronavirus infection jump   death rise   remember to  wash hand  avoid touching eye nose mouth unwashed hand  avoid people flu like symptom  vigilant contact health provider,Human,0
2263,4,2,0.300816711527256,thank badiucao thread easy forget average person living quarantined city news coronavirus china insightful ,Human,4
2264,0,2,0.13802618960216584,due coronavirus several texas university suspending student travel china including tcu ,Human,0
2265,2,2,0.15881746424200632,china isolated m muslim allah isolated m chinese coronavirus,Human,2
2266,0,2,0.15881746424200632,soon witness sakoku closed country policy china due coronavirus epidemic thats chinese netizens called today ccpchina pushing china toward western north korea,Human,0
2267,1,2,0.19466773728450495,need declare intl emergency now late coronavirus way much worse sars tho virus spread symptom actually idea whats reality outside inside china dangerous infection pattern,Human,1
2268,4,2,0.23633691139538376,outrageous ppl china r throwing pet cat window chinese medium spread rumour pet may carry coronavirus ppm shall put immed r suffering  serious incurable disease stupidity cruelty animalrights comxgckpp,Human,4
2269,0,2,0.3551862170861128,persontoperson transmission seen least country outside china  japan vietnam germany taiwan coronavirus,Human,0
2270,0,2,0.3742667881821624,deadly day china coronavirus china  related death last  hour  dead nationwide  confirmed case  people observation  city lockdown coronarvirus,Human,0
2271,18,2,0.28378247513569405,dph working closely cdcgov monitor novel coronavirus originating wuhan china date case risk resident low latest visit,Human,18
2272,0,2,0.05624491210051878,visited brc senior service center chinatown reinforced importance counted census effort protect new yorkers coronavirus comzwhhmsicky,Human,0
2273,2,2,0.15881746424200632,perhaps bit like chernobyl incident damage decaying soviet unioncoronavirus coronaoutbreak china sovietunion ,Human,2
2274,0,2,0.4744885412906753,hey every thing ordered aliexpress packed shipped handled chinese person so welcome coronavirus coronarvirus chinacoronavirus aliexpress,Human,0
2275,0,2,0.7409598586102422,nintendo say nintendoswitch production china impacted coronavirus,Bot,0
2276,0,2,0.9459854875837471,happen eat bat since long long year ago coronavirus china chinawuhan,Bot,0
2277,2,2,0.05202936550695904,simpson prediticted virus would come china take world predicted kobe bryants helicopter crash predicted trump would president next coronavirus thesimpsons koberip kobebryantcrash kobeandgianna comcvtflhtc,Human,2
2278,0,2,0.15881746424200632,found coronavirus actually biological weapon would benefit this coronavirus china weapon bioweapon conspiracy realdonaldtrump democrat gop impeach health virus wmd stock,Human,0
2279,0,2,0.393746460000491,china new virus identified called coronavirus faimly virus include cold virus sars severe acute respiratory syndrome mers middle east respiratory syndrome coronavirus coronaviruschina ,Human,0
2280,2,2,0.07651310672792835,concerned coronavirus spreading south florida student prominent school palm beach county waiting get all clear contact student china latest story here,Human,2
2281,0,2,0.8669901931103381,persontoperson transmission seen least country outside china  japan vietnam germany taiwan coronavirus taiwan part china,Bot,0
2282,0,2,0.8669901931103381,persontoperson transmission seen least country outside china  japan vietnam germany taiwan coronavirus taiwan part china,Bot,0
2283,0,2,0.8669901931103381,persontoperson transmission seen least country outside china  japan vietnam germany taiwan coronavirus taiwan part china,Bot,0
2284,2,2,0.1285158337598371,kenya airway behaving flying china risky period highly infectious coronavirus opportune moment revival incessant loss newsgang presspass,Human,2
2285,0,2,0.09590276214117437,russia prepared partial closure mile border china fear coronavirus outbreak mounted moscow prime minister mikhail mishustin order   crossing point russia operates chinese border closed ,Human,0
2286,0,2,0.26734400306340506,chinese woman eating bat go viral world combat coronavirus china pandemic,Human,0
2287,0,2,0.05624491210051878,coronavirus actually man made china population control wealthy afford survive,Human,0
2288,0,2,0.07651310672792835,persontoperson transmission seen least country outside china  japan vietnam germany taiwan coronavirus taiwan part china,Human,0
2289,0,2,0.3184188561317807,one think coronavirus sudden issue main news coming china allthe protest pdchina chinadaily,Human,0
2290,0,2,0.49505756400804624, u airport start screening passenger china  confirmed case coronavirus usa coronaviruswuhan coronavirususa wuhancoronavirus wuhan comqsdwhkyx,Human,0
2291,0,2,0.15881746424200632,china isolated m muslim allah isolated m chinese coronavirus,Human,0
2292,1,2,0.041106740219567735,perspective first persontoperson spread coronavirus u patient husband chicago woman got sick traveling china close contact  global case  u coronavirus,Human,1
2293,0,2,0.15881746424200632,china isolated m muslim allah isolated m chinese coronavirus,Human,0
2294,0,2,0.14812070832967303,today china national health commission said  people infected novel coronavirus across china majority around wuhan  died region official confirmed multiple death elsewhere including first beijing afp comhrxkunvtc,Human,0
2295,0,2,0.10328573467123618,united state working keep african middle eastern south american people meanwhile havent done anything prohibit travel china coronavirus coronavirusoutbreak,Human,0
2296,0,2,0.8669901931103381,persontoperson transmission seen least country outside china  japan vietnam germany taiwan coronavirus taiwan part china,Bot,0
2297,7,2,0.06078011352084069,edmonton public cancelled five trip set spring university calgary suspended travel china here school division postsecondary institution across alberta adjusting plan due coronavirus,Human,7
2298,1,2,0.393746460000491,two leading manufacturer crypto mining hardware notified customer shipment would delayed least week coronavirus quarantine china week microbt bitmain canaan notified customer innosilicon,Human,1
2299,0,2,0.413569897933165,commerce secretary wilbur ross say chinas coronavirus will help bring job back u pneumonialike virus would taken consideration american business supply chain china trump say making america great again,Human,0
2300,0,2,0.06565556198004287,feel bad coronavirus outbreak visited china november  cant even imagine amazing city beijing taiyuan must engulfed fear since virus spread mainland china,Human,0
2301,0,2,0.10328573467123618,air france join china flight exodus virus unnerves cabin crew,Human,0
2302,0,2,0.1285158337598371,epicentre virus china no coronavirus coronaviruscanada,Human,0
2303,0,2,0.15881746424200632,china isolated m muslim allah isolated m chinese coronavirus,Human,0
2304,0,2,0.5361761477678701,coronavirus one zy street linhai zhejiang province china second center virus light keep burning like done  year comduriisja,Bot,0
2305,0,2,0.33655519548719853,coronavirus spread beyond china public health expert confident cdcs capacity monitor lead effort contain it trump helm chaotic administration faith u government expertise questioned ,Human,0
2306,4,2,0.07651310672792835,fifth taiwan listed stock went limitdown trading resumed lunar new year holiday china related share japan dumped investor concerned impact coronavirus outbreak,Human,4
2307,0,2,0.06565556198004287,shit china need burn already coronavirus,Human,0
2308,0,2,0.05624491210051878,wild life migration eu free speach china jyllandsposten coronavirus comrhtzgnhtl,Human,0
2309,0,2,0.300816711527256,rishibagree nothing good ever come china coronavirus,Human,0
2310,7,2,0.0825396626774012,now one  ppl wuhan china ground zero coronavirus quarantined trying leave march air reserve base riverside county health say action taken precaution person hadnt cleared full  day kfiam comfufeyxdmus,Human,7
2311,0,2,0.5156433305312286,russia revers decision halt freight shipment china amid coronavirus coronavirus ,Bot,0
2312,0,2,0.23633691139538376,wuhan coronavirus outbreak began wuhan china spread country including u major airport conducting screening passenger returning wuhan still unclear frequent humantohuman transmission is ,Human,0
2313,0,2,0.15881746424200632,china really telling cold truth coronavirus,Human,0
2314,2,2,0.10328573467123618,coronavirus leading travel restriction flight cancellation china impact supply chain already felt,Human,2
2315,0,2,0.09590276214117437,amazon restricts travel china due corona virus amazon coronavirus tech,Human,0
2316,0,2,0.6164280626387617,corona virus look closely america behind want china spend health facility buying america recover usd china coronavirus china god never forsake,Bot,0
2317,0,2,0.15881746424200632,china isolated m muslim allah isolated m chinese coronavirus,Human,0
2318,0,2,0.09590276214117437,clearly china taking seriously mobilizing possible resource contain coronavirus imf stand ready help country address economic effect coronavirus comxdgrfqrem,Human,0
2319,7,2,0.33655519548719853,make zero sense kenyaairways fly china hong kong part china banned travel mainland china deadly coronavirus invite fatal epidemic even russia closed border china newsgang citizentvkenya coronavirus,Human,7
2320,0,2,0.9318767534287423,persontoperson transmission seen least country outside china  japan vietnam germany taiwan coronavirus taiwan part china taiwan part china taiwan part china comyuwizszcb,Bot,0
2321,1,2,0.11956986651967942,state bringing ncov coronavirus patient airport from china nyc official somehow quiet odd informationsuppression nat safety politicalcorrectness cnn foxnews msnbc cnbci cnbc bloombergtv foxbusiness comuwfbasqe,Human,1
2322,0,2,0.25152334764543,spanish owned charter plane departs  pm gmt china bound raf brize norton arriving  friday  board escorted nh nurse home wirral  night quarantine  eu nation taken airport quarantine facility spain coronavirus,Human,0
2323,0,2,0.0825396626774012,coronavirus induced pneumonia cannot treated antibiotic china quarantine,Human,0
2324,0,2,0.2079055732880228,expect come ifas number escalate israel bar flight china virus fear health minister,Human,0
2325,0,2,0.18207903130928815,hong kong taiwan s korea mongolia japan ought close border china coronavirus,Human,0
2326,0,2,0.3184188561317807,one way stop massive protest create distribute fake or possibly real even disturbing virus nothing coronavirus weather news bampropagandamachine back chinavirus agenda ppl power again ,Human,0
2327,0,2,0.5768086562548855,u death toll china rise  people  infected u reported first case person person coronavirus spread spouse illinois woman recently come back trip wuhan innfahr,Bot,0
2328,0,2,0.0825396626774012,opinion coronavirus spread world pay china s dictatorship  pride politics get way rapid response though land xi one could imagine happening thoroughly trump ified u government well,Human,0
2329,1,2,0.5156433305312286,israel cut china flight coronavirus ,Bot,1
2330,0,2,0.14812070832967303,oil fall  new threemonth low china virus case surpass sars total oil oilprices energy globaleconomy globalgrowth coronavirus,Human,0
2331,0,2,0.07651310672792835,asian customer job week like coronavirus coronavirusoutbreak china comkvbfyulcd,Human,0
2332,1,2,0.6729387518017023,delhifive patient  men woman admitted ram manohar lohia hospital suspected coronavirus case kept isolation ward hospital returned china,Bot,1
2333,9,2,0.393746460000491,unverified video china showing crow flying head suggesting body know make share it coronavirus coronaoutbreak coronarvirus ,Human,9
2334,4,2,0.33655519548719853,coronavirus russia mongolia north korea already closed border china hong kong restricting border case continue emerge japan outside asia call grow china engage drastic action stop spread ,Human,4
2335,3,2,0.13802618960216584,china picture day chinese building small wall deadly coronavirus communist country ncov method stone age comagzddgsf,Human,3
2336,0,2,0.07089257330076087,minute  passenger plus  flight crew make  passenger altogether original flight china  passenger landed alaska prior landing riverside ca  passenger coronavirus ,Human,0
2337,0,2,0.07089257330076087,job sent message saying business travel hubei province china prohibited returned mainland china stay away office  day coronavirus coronavirusoutbreak,Human,0
2338,0,2,0.23633691139538376,matthancock heard bbclive british couple merrily came back china day ago absolutely check custom discussion advice information coronavirus even rang nh  got back still given nothing how,Human,0
2339,0,2,0.13802618960216584,rossandjohn mask bought taken back china country local flying world buy stock coronavirus awneilmitchell comiwsqzvh,Human,0
2340,0,2,0.4540057291614072,coronavirus alert sure check link video showing wet market selling wild animal food description box virus spread  country check see country  chinalockdown coronavirus,Human,0
2341,0,2,0.07089257330076087,inside wuhan daily life china coronavirus quarantine zone china ccp xijinping coronavirus,Human,0
2342,1,2,0.6545596461071505,rt secazar were glad report china accept offer u public health expert part mission china responding coronavirus outbreak continue communicate closely chinese counterpart day ahead,Bot,1
2343,0,2,0.7855076010068447,scottmorrisonmp dont dick little late again stop flight tofrom china now coronavirusaustralia coronavirus,Bot,0
2344,18,2,0.09590276214117437,deep sympathy people china country affected coronavirus like others monitoring development economic impact hard ass point comoatsvkac,Human,18
2345,0,2,0.300816711527256,majorgauravarya pakis decide evacuate  paki national china wake coronavirus would result  husband sleeping without pakis bride night risky result imrankhanpti kaptaan niazi decided evacuate pakis china ,Human,0
2346,0,2,0.8762045479593887,dont understand coronavirus case spreading around world affected ppls know dangerous they are better stayed china get help instead leaving n spreading deadly virus worldwide coronavirusoutbreak coronavirus,Bot,0
2347,0,2,0.037980136466376074,ubc urge exchange student consider deferring flight back china coronavirus fear ,Human,0
2348,1,2,0.13802618960216584,despite massive shortage protective mask hk govt classified mask sensitive item cannot ship hk political oppression china made corrupted hk official chose nothing prevent spreading virus hk world coronavirus comgtleuojf,Human,1
2349,1,2,0.1285158337598371,got message friend china look surgical mask send here returned searching two trip different store sold out everyone sending mask china store clerk told me coronavirus comfvggeemuan,Human,1
2350,1,2,0.13802618960216584,breaking moroccan airline royal air maroc ram temporarily suspended direct flight china due coronavirus outbreak state news agency map said ncov comczcotmcqk,Human,1
2351,23,2,0.393746460000491,china picture day chinese building small wall deadly coronavirus communist country method stone age comwpvkjmcr,Human,23
2352,0,2,0.0825396626774012,amazon restricts travel china wake deadly coronavirus,Human,0
2353,15,2,0.4540057291614072,amazing see crypto project okex binance tronfoundation qutum etc enthustiats team well united fight coronavirus wuhan china plus huge support blockchain changing world better blockchainforgreatergood compzgtpspvb,Human,15
2354,1,2,0.0825396626774012,unc banned nonessential travel china amid coronavirus outbreak ,Human,1
2355,1,2,0.28378247513569405,breaking human human transfer france note source known see human human transmission outside china now see case coronavirus source unknown major concern ouestfrance ,Human,1
2356,1,2,0.0825396626774012,coronavirus alert british evacuation flight  passenger onboard cleared chinese authority leave china virusstricken wuhan city ,Human,1
2357,0,2,0.413569897933165,happens decide start war religion allah subhanahu wa taalahu pity china seen anything yet beginning coronavirus,Human,0
2358,9,2,0.4540057291614072,new passenger flight shanghai say screened coronavirus leaving china say werent screened boston nbcboston necn comazuwqecm,Human,9
2359,0,2,0.06565556198004287,typical wild animal market china look like denying people china eating rat bat snake dog civet cat porcupine wolf cubsetc china it internet perfect similar coronavirus,Human,0
2360,1,2,0.26734400306340506,saw video like past day confirmed people sealed door open outward china please contact home sealed jiangsu hebei province coronavirus wuhancoronavirus,Human,1
2361,0,2,0.4540057291614072,breaking moroccan airline royal air maroc ram temporarily suspended direct flight china due coronavirus outbreak state news agency map said,Human,0
2362,1,2,0.9144161859602663,hollywood film shown  speaks coronaviruslike virus begin spreading china spread rest world must watch movie everyone coronavirus coronavirusoutbreak comvimefxntbs,Bot,1
2363,0,2,0.393746460000491,safe keep environment clean eat healthy food littering unhygienic habit bad earth already coronavirus china claimed hundred life thousand infected yoga internal cleaning hygiene external coronavirus,Human,0
2364,0,2,0.7081126267613624,denmark china diplomatic spat insulting coronavirus cartoon ,Bot,0
2365,0,2,0.18207903130928815,place without system detect respond outbreak like room lack smoke alarm sprinkler system coronavirus spread beyond china drtomfrieden resolvetsl say need act prevent future epidemic washingtonpost,Human,0
2366,1,2,0.2079055732880228,first persontoperson transmission coronavirus u confirmed husband woman traveled wuhanchina ,Human,1
2367,0,2,0.1285158337598371,china count  virus death new nation find infection organization ready coronavirus spreading making workplace ready pandemic employer need know shipmangoodwin legalnews  legal medical comtpxffsqxy,Human,0
2368,5,2,0.06565556198004287,coronavirus leading travel restriction flight cancellation china impact supply chain already felt chief economist philipilevy weighs potential impact global economy ,Human,5
2369,0,2,0.09590276214117437,would big relief coronavirus turn actual made china product coronavirusoutbreak madeinchina,Human,0
2370,0,2,0.06565556198004287,coronavirus update  people infected  people killed currently present  country facemasks china bought russia officially closed border,Human,0
2371,0,2,0.04811366570775446,dumbest evil comment award go guy someone power feel like possible u use bio weapen china coronavirus coronavirusoutbreak chinacoronavirus china,Human,0
2372,0,2,0.11956986651967942,business think twice mitigating risk managent china besides imbalanced trade market keep getting hit wintellectual property theft scientific theft currency manipulation sars tech espionage asf coronavirus whats next worth it ,Human,0
2373,0,2,0.10328573467123618,meanwhile cdcgov sign lax say traveler wuhan china avoid animal markets sick people nprhealth kpcc coronavirus,Human,0
2374,0,2,0.0825396626774012,way treat people coronavirus not never forget standuphumanrights chinalies ccpisterrorist quarantine policebrutality wuhanoutbreak ,Human,0
2375,0,2,0.413569897933165,interesting information lead many q re coronavirus immediately usscientist arrested shall connect dot hmmwas virus created possiblystolensold china would china refuse uscdcs help follow dotsshall we ,Human,0
2376,4,2,0.07651310672792835,befor coronavirus chinacoronavirus china comgutezred,Human,4
2377,5,2,0.08899515596679244,breaking moroccan airline royal air maroc ram temporarily suspended direct flight china due coronavirus outbreak state news agency map said comzdkxmoq,Human,5
2378,0,2,0.49505756400804624,china temporarily ban wildlife trade contain coronavirus outbreak coronavirus coronavirusoutbreak wildlife china,Human,0
2379,0,2,0.041106740219567735,something missed coronavirus fact building hospital start finish  week china would take  year,Human,0
2380,0,2,0.09590276214117437,eu news coronavirus italian find protective mask made wuhan china want back,Human,0
2381,0,2,0.0825396626774012,uploaded latest youtube video focusing real situation corona virus china check see thing like shenzhen coronavirus coronaviruschina coronaoutbreak,Human,0
2382,1,2,0.10328573467123618,im currently china found old picture phone wonderful piece graffiti offering helpful advice coronavirusoutbreak wuhancoronavirus coronavirus comsswmhxwivm,Human,1
2383,28,2,0.04447883217419818,china building hospital coronavirus comehyxqwok,Human,28
